artist,song,duration_ms,year,popularity,loudness,speechiness,acousticness,instrumentalness,tempo,genre
N.O.R.E.,Nothin',264653,2002,58,-6.118,0.151,0.317,0.00000113,97.035,hip hop; pop
Gareth Gates,Unchained Melody,233666,2003,35,-8.049,0.0277,0.255,0.00000539,106.52,pop
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],268800,2005,63,-5.758,0.208,0.397,0,89.279,hip hop; pop
Big Brovaz,Nu Flow,201480,2001,45,-8.718,0.106,0.0903,0.00000253,148.062,pop
No Doubt,Hey Baby,207040,2001,24,-3.557,0.125,0.0602,0,93.63,rock; pop
Ashanti,Baby,265706,2002,55,-5.757,0.223,0.0084,0.00000537,157.596,hip hop; pop; R&B
Sophie Ellis-Bextor,Murder On The Dancefloor,230013,2002,62,-5.285,0.0309,0.00312,0.0000116,117.31,pop; Dance/Electronic
Justin Timberlake,Like I Love You,283626,2002,62,-4.927,0.0646,0.0439,0.000307,114.964,pop
Mary J. Blige,Rainy Dayz,276373,2001,32,-6.997,0.229,0.195,0,68.942,pop; R&B
A1,Caught in the Middle,206466,2001,53,-5.122,0.034,0.0524,0,96.072,pop
Eminem,Cleanin' Out My Closet,297840,2002,71,-4.753,0.174,0.0687,0,148.015,hip hop
Ashanti,Happy,262226,2002,61,-6.553,0.0289,0.241,0.00000374,89.488,hip hop; pop; R&B
Delta Goodrem,Born to Try,251280,2003,54,-6.813,0.0284,0.246,0,133.838,pop
P!nk,Get the Party Started,192533,2001,68,-3.267,0.046,0.0011,0,128.93,pop
Alicia Keys,A Woman's Worth,303333,2001,52,-8.323,0.158,0.333,0,75.09,pop; R&B
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,2002,56,-5.076,0.0586,0.0862,0.000122,133.592,pop
Coldplay,Clocks,307879,2002,79,-7.215,0.0279,0.599,0.0115,130.97,rock; pop
Missy Elliott,Work It,263226,2002,70,-5.603,0.283,0.0778,0,101.868,hip hop; pop; R&B
Ronan Keating,If Tomorrow Never Comes,214306,2002,60,-6.136,0.028,0.333,0,79.01,pop; rock
Big Tymers,Still Fly,335613,2002,64,-3.538,0.162,0.0302,0.00000897,177.928,hip hop; pop
Creed,My Sacrifice,294600,2001,69,-6.035,0.0504,0.000101,0.00000431,146.349,pop; rock; metal
Ja Rule,Always On Time,245133,2001,73,-6.104,0.199,0.208,0,96.673,hip hop; pop; R&B
Ashanti,Foolish,227386,2002,70,-5.763,0.0532,0.347,0,90.119,hip hop; pop; R&B
Avril Lavigne,Sk8er Boi,204000,2002,75,-4.417,0.0482,0.0000679,0,149.937,pop
DJ Sammy,Heaven,233600,2002,63,-5.601,0.0548,0.0011,0.000606,137.965,pop
Britney Spears,I'm Not a Girl; Not Yet a Woman,231066,2001,58,-6.857,0.0245,0.579,0,78.996,pop
Cam’ron,Oh Boy,204706,2002,67,-5.586,0.145,0.0216,0,83.014,hip hop; pop
Red Hot Chili Peppers,By the Way,216933,2002,73,-4.938,0.107,0.0264,0.00355,122.444,rock
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,2002,60,-5.972,0.0502,0.000385,0.205,114.999,rock; easy listening
Atomic Kitten,The Tide Is High - Radio Mix,206093,2002,65,-4.127,0.0322,0.0209,0.00482,103.997,pop
*NSYNC,Girlfriend,253600,2001,50,-5.191,0.0884,0.0887,0.0000149,93.967,pop
Robbie Williams,Somethin' Stupid,170493,2001,64,-12.185,0.0261,0.429,0.00000562,106.191,pop; rock
Alanis Morissette,Hands Clean,269400,2002,57,-5.428,0.0299,0.00192,0.00000283,99.952,pop; Folk/Acoustic
Usher,U Don't Have to Call,269400,2001,59,-4.958,0.0459,0.0478,0.0000357,100.005,hip hop; pop; R&B
Creed,One Last Breath - Radio Version,242000,2015,47,-6.094,0.0365,0.00571,0.00015,130.581,pop; rock; metal
The Goo Goo Dolls,Here Is Gone,238173,2002,56,-5.178,0.0322,0.00052,0.000512,102.192,pop; rock
Puddle Of Mudd,She Hates Me,216760,2001,70,-5.433,0.0323,0.00935,0,109.781,rock; metal
Ludacris,Rollout (My Business),296586,2001,60,-8.73,0.235,0.0949,0,131.059,hip hop; pop
Blazin' Squad,Crossroads - Radio Edit,188693,2012,40,-5.153,0.042,0.109,0,144.188,set()
Default,Wasting My Time,268693,2001,40,-5.529,0.0312,0.00138,0,147.973,rock; pop; metal
Michelle Branch,All You Wanted,217680,2001,60,-9.101,0.0286,0.00466,0.00303,96.103,pop; Folk/Acoustic
Daniel Bedingfield,If You're Not The One,257026,2002,58,-7.608,0.0292,0.504,0,119.998,pop
Enrique Iglesias,Escape,208626,2001,56,-5.305,0.0297,0.0277,0.000244,125.972,pop; latin
Puddle Of Mudd,Blurry,303920,2001,64,-4.537,0.0562,0.00691,0,157.469,rock; metal
Coldplay,In My Place,226680,2002,72,-5.455,0.0278,0.0553,0.00000495,144.636,rock; pop
Outkast,The Whole World (feat. Killer Mike),295346,2001,51,-6.176,0.401,0.0958,0.00000132,184.682,hip hop; pop
P!nk,Don't Let Me Get Me - Radio Edit,210693,2001,60,-4.754,0.0756,0.00234,0,98.525,pop
50 Cent,In Da Club,193466,2003,81,-2.752,0.366,0.255,0,90.051,hip hop; pop
Sean Paul,Get Busy,211666,2002,74,-4.143,0.036,0.615,0,100.202,hip hop; pop
Eminem,Lose Yourself - From "8 Mile" Soundtrack,322226,2004,77,-4.616,0.264,0.00921,0.00066,171.355,hip hop
Beyoncé,Crazy In Love (feat. Jay-Z),236133,2003,76,-6.596,0.226,0.00249,0,99.165,pop; R&B
Counting Crows,Big Yellow Taxi,225426,2003,50,-4.315,0.0494,0.00204,0,88.029,rock; pop
Black Eyed Peas,Where Is The Love?,272533,2003,68,-3.18,0.184,0.101,0,94.059,hip hop; pop
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,2002,70,-5.448,0.188,0.00733,0.00000504,100,hip hop; pop; R&B
Black Eyed Peas,Shut Up,296186,2003,56,-3.966,0.243,0.0637,0,112.968,hip hop; pop
t.A.T.u.,All The Things She Said,214440,2020,39,-5.767,0.0474,0.0411,0.00599,179.92,pop
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,2003,66,-3.626,0.104,0.163,0.145,130.017,pop; Dance/Electronic
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,2002,68,-4.315,0.306,0.0142,0,85.996,hip hop; pop
Panjabi MC,Mundian to Bach Ke,244666,2003,61,-4.951,0.0371,0.399,0.792,98.077,World/Traditional; hip hop
Mis-Teeq,Scandalous - U.S. Radio Edit,238840,2004,59,-3.935,0.0349,0.0526,0,99.971,pop; Dance/Electronic
JAY-Z,03' Bonnie & Clyde,205560,2002,71,-5.148,0.314,0.23,0,89.64,hip hop
50 Cent,P.I.M.P.,249480,2003,76,-3.024,0.346,0.0521,0.00000435,84.722,hip hop; pop
Jamelia,Superstar,215480,2003,69,-6.93,0.0356,0.0457,0,110.01,pop
Linkin Park,Faint,162600,2003,72,-3.554,0.131,0.111,0,135.095,rock; metal
DMX,X Gon' Give It To Ya,217586,2007,70,-3.09,0.183,0.0135,0,95.027,hip hop; pop
Evanescence,Bring Me To Life,235893,2003,79,-3.188,0.0698,0.00721,0.00000206,94.612,metal
Sugababes,Hole In The Head,218173,2003,57,-4.629,0.0309,0.0303,0,125.011,pop; R&B
Craig David,Rise & Fall (feat. Sting),287226,2002,59,-7.51,0.0586,0.252,0,83.373,hip hop; pop; R&B
Three Days Grace,I Hate Everything About You,231480,2003,72,-5.157,0.0421,0.00461,0,89.342,rock; metal
Lil Jon & The East Side Boyz,Get Low,324600,2002,47,-8.019,0.0396,0.022,0,101.043,hip hop; pop
B2K,Bump; Bump; Bump (feat. P. Diddy),282773,2003,62,-6.02,0.21,0.1,0,95.508,hip hop; pop; R&B
Baby Bash,Suga Suga,239026,2003,73,-3.041,0.268,0.688,0.00000843,82.331,hip hop; pop; R&B; latin
Aaliyah,Miss You - Main,245240,2002,36,-9.867,0.0375,0.618,0,109.598,hip hop; pop; R&B
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,2003,59,-6.635,0.089,0.32,0,120.046,pop
Blue,Sorry Seems To Be The Hardest Word,210066,2004,57,-6.814,0.0305,0.183,0.00000219,78.955,pop
Delta Goodrem,Lost Without You,248546,2003,54,-6.682,0.0283,0.0365,0.00000169,146.301,pop
Justin Timberlake,Rock Your Body,267266,2002,76,-6.055,0.141,0.201,0.000234,100.972,pop
The White Stripes,Seven Nation Army,231920,2003,3,-7.627,0.0805,0.00601,0.447,123.904,rock; blues
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,2003,54,-5.799,0.307,0.0149,0,84.038,hip hop; pop
Beyoncé,Baby Boy (feat. Sean Paul),244826,2003,63,-9.17,0.22,0.0825,0.00000116,91.025,pop; R&B
Lil' Kim,Magic Stick,359973,2019,47,-7.872,0.272,0.116,0.0000449,92.98,hip hop; pop; R&B
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,2002,61,-4.481,0.192,0.0326,0.00181,98.989,pop
Nickelback,Someday,207466,2003,68,-5.659,0.0391,0.000616,0.000247,163.118,rock; metal
Blue,U Make Me Wanna - Radio Edit,222400,2003,48,-6.228,0.0329,0.325,0,158.108,pop
Ashanti,Rain On Me,297960,2003,50,-3.103,0.0337,0.343,0.00000189,83.701,hip hop; pop; R&B
Trapt,Headstrong,285569,2002,72,-5.819,0.117,0.000172,0.00000278,184.981,rock; metal
Simply Red,Sunrise,199040,2008,58,-5.123,0.029,0.00189,0.201,105.987,rock; R&B; Folk/Acoustic; pop
Lumidee,Never Leave You (Uh Oooh; Uh Oooh),184906,2003,61,-6.197,0.362,0.0391,0.712,199.958,pop; R&B
Girls Aloud,Sound Of The Underground,221426,2003,58,-5.861,0.0365,0.00344,0.0000467,163.944,pop; Dance/Electronic
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,2016,52,-4.749,0.295,0.176,0,87.025,hip hop; pop; R&B
Room 5,Make Luv,212413,2003,57,-4.92,0.116,0.0111,0.63,124.814,Dance/Electronic
Fatman Scoop,Be Faithful,164506,2009,49,-6.488,0.295,0.000787,0,101.129,hip hop
Limp Bizkit,Behind Blue Eyes,269973,2003,70,-6.66,0.0271,0.497,0,120.315,metal
Sugababes,Too Lost In You,237693,2003,58,-4.904,0.0287,0.0485,0,98.014,pop; R&B
50 Cent,Wanksta - From "8 Mile" Soundtrack,219400,2003,57,-3.552,0.2,0.0199,0,81.008,hip hop; pop
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,2003,67,-5.913,0.13,0.453,0.00000157,102.009,hip hop; pop
Chingy,Right Thurr,250746,2003,69,-3.977,0.253,0.15,0,92.074,hip hop; pop; R&B
Eminem,Sing For The Moment,339546,2002,71,-4.164,0.137,0.0017,0.00000305,163.961,hip hop
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,2003,48,-8.831,0.339,0.178,0.00000465,104.946,hip hop; pop; R&B
Mýa,My Love Is Like...Wo - Main Mix,209533,2003,48,-6.491,0.109,0.194,0.0000124,132.817,pop; R&B
50 Cent,21 Questions,224440,2003,72,-3.846,0.299,0.349,0.0000937,92.729,hip hop; pop
Nelly,Air Force Ones,304000,2002,61,-9.74,0.317,0.0847,0,164.062,hip hop; pop; R&B
Missy Elliott,Gossip Folks (feat. Ludacris),234893,2002,57,-5.264,0.505,0.362,0,121.732,hip hop; pop; R&B
Girls Aloud,Jump,220360,2003,60,-6.031,0.0346,0.00189,0.00275,134.465,pop; Dance/Electronic
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,2003,59,-10.284,0.043,0.212,0,139.993,pop; Dance/Electronic
Christina Aguilera,Fighter,245960,2002,67,-1.357,0.201,0.235,0.000353,188.899,pop
Frankie J,Don't Wanna Try,245293,2003,49,-7.577,0.0348,0.444,0,130.127,hip hop; pop; R&B
Snoop Dogg,Beautiful,299146,2005,67,-4.936,0.132,0.299,0,101.025,hip hop; pop
Floetry,Say Yes,268373,2002,57,-12.932,0.0743,0.211,0.00000142,117.901,hip hop; pop; R&B
Ginuwine,In Those Jeans,243306,2003,59,-5.873,0.0776,0.508,0,127.683,hip hop; pop; R&B
Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,2003,0,-4.722,0.0302,0.0000192,0.166,123.005,rock
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,2003,38,-3.587,0.138,0.0733,0.00144,130.036,pop; Dance/Electronic
Ludacris,Stand Up,213760,2003,57,-4.855,0.349,0.367,0,99.057,hip hop; pop
Nas,I Can,253720,2002,58,-3.914,0.182,0.103,0,95.313,hip hop
3 Doors Down,When I'm Gone,260333,2002,67,-5.611,0.0284,0.00385,0,148.095,pop; rock; metal
Tyrese,How You Gonna Act Like That,294693,2002,60,-3.657,0.0457,0.107,0,112.913,hip hop; pop; R&B
Justin Timberlake,Cry Me a River,288333,2002,73,-6.582,0.183,0.577,0,73.898,pop
Westlife,Mandy,199320,2003,57,-5.08,0.0278,0.254,0.0000925,105.678,pop
No Doubt,It's My Life,226053,2003,60,-5.074,0.0282,0.00202,0.00118,126.326,rock; pop
Amanda Perez,Angel,218760,2003,48,-6.849,0.0473,0.506,0,143.772,pop; R&B
JAY-Z,Excuse Me Miss,281240,2002,56,-5.531,0.286,0.0305,0,92.849,hip hop
Coldplay,Clocks,307879,2002,79,-7.215,0.0279,0.599,0.0115,130.97,rock; pop
Kelly Rowland,Stole,249293,2002,54,-4.984,0.0594,0.00676,0.00000426,79.993,hip hop; pop; R&B
Missy Elliott,Work It,263226,2002,70,-5.603,0.283,0.0778,0,101.868,hip hop; pop; R&B
Ashanti,Rock Wit U (Awww Baby),209120,2003,65,-3.006,0.0582,0.408,0,94.998,hip hop; pop; R&B
Junior Senior,Move Your Feet,181826,2002,67,-2.623,0.0803,0.046,0.106,118.877,pop
Audioslave,Like a Stone,293960,2002,75,-5.477,0.0276,0.00797,0,107.849,rock; metal
Sean Paul,Like Glue,232506,2002,61,-5.038,0.319,0.0811,0,97.917,hip hop; pop
Jaheim,Put That Woman First,245773,2002,55,-8.804,0.132,0.492,0,78.935,pop; R&B
Jennifer Lopez,All I Have (feat. LL Cool J),254466,2002,60,-5.265,0.107,0.271,0,83.066,hip hop; pop; R&B
Monica,So Gone,242773,2003,64,-6.863,0.0981,0.176,0,81.975,pop; R&B
Dido,White Flag,240040,2003,44,-6.823,0.0401,0.327,0.0000033,169.951,pop
The Roots,The Seed (2.0),267933,2002,63,-2.281,0.0357,0.039,0,111.121,hip hop
Chingy,Holidae In,314400,2003,61,-5.909,0.181,0.0893,0,153.067,hip hop; pop; R&B
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,2003,61,-6.569,0.458,0.231,0,192.082,hip hop; pop; R&B
Kelly Clarkson,Miss Independent,214773,2003,47,-6.359,0.137,0.0769,0.000415,175.943,pop; R&B
Ja Rule,Mesmerize,278693,2002,61,-6.653,0.199,0.0566,0,90.079,hip hop; pop; R&B
Matchbox Twenty,Unwell,228706,2002,63,-5.263,0.0403,0.0298,0,80.718,pop; rock
Outkast,The Way You Move (feat. Sleepy Brown),234000,2003,66,-4.932,0.0464,0.126,0.000113,125.999,hip hop; pop
Fabolous,Into You (feat. Tamia),295773,2003,67,-7.886,0.0523,0.233,0,182.12,hip hop; pop; R&B
Switchfoot,Meant to Live,201373,2003,61,-4.577,0.0457,0.00575,0.0000016,151.551,rock; pop
Daniel Bedingfield,If You're Not The One,257026,2002,58,-7.608,0.0292,0.504,0,119.998,pop
Good Charlotte,Lifestyles of the Rich & Famous,190173,2002,68,-3.685,0.0374,0.00043,0,106.22,rock; metal
Wayne Wonder,No Letting Go,202013,2003,63,-5.656,0.0444,0.0479,0.000215,100.215,hip hop; R&B
The Strokes,Reptilia,219826,2003,74,-5.11,0.0336,0.000603,0.713,158.009,rock
Avril Lavigne,I'm with You,223066,2002,70,-7.462,0.0291,0.08,0,151.95,pop
Will Young,Leave Right Now,214733,2003,55,-8.674,0.0368,0.145,0,81.931,pop
Usher,Yeah! (feat. Lil Jon & Ludacris),250373,2004,81,-4.699,0.112,0.0183,0,105.018,hip hop; pop; R&B
Maroon 5,This Love,206200,2002,77,-4.612,0.0378,0.0525,0,95.051,pop
Britney Spears,Toxic,198800,2003,81,-3.914,0.114,0.0249,0.025,143.04,pop
Outkast,Hey Ya!,235213,2003,80,-2.261,0.0664,0.103,0.000532,79.526,hip hop; pop
Hoobastank,The Reason,232800,2003,79,-4.649,0.029,0.0129,0,82.952,pop; rock; metal
Anastacia,Left Outside Alone,257426,2004,65,-3.567,0.0321,0.0697,0,102.847,pop
Daddy Yankee,Gasolina,192600,2004,11,-6.499,0.0618,0.332,0.0000012,96.009,latin
Black Eyed Peas,Let's Get It Started - Spike Mix,217733,2004,53,-2.208,0.126,0.117,0,104.923,hip hop; pop
O-Zone,Dragostea Din Tei,215431,2004,56,-3.947,0.0427,0.177,0,130.103,pop
Terror Squad,Lean Back,247426,2004,67,-3.344,0.415,0.11,0,95.321,hip hop
Anastacia,Sick and Tired,212266,1999,56,-4.552,0.0373,0.00908,0,99.848,pop
Gwen Stefani,What You Waiting For?,221226,2004,60,-2.557,0.0628,0.0509,0.00000819,136.027,pop; R&B
Ashanti,Only U - No Intro,186306,2004,56,-5.576,0.0434,0.0374,0.00000175,94.547,hip hop; pop; R&B
The Rasmus,In the Shadows,257920,2003,68,-4.481,0.0275,0.000109,0.000052,105.991,metal
Houston,I Like That,236520,2004,59,-3.925,0.0968,0.0154,0,106.997,hip hop; pop
Beyoncé,Naughty Girl,208600,2003,63,-8.65,0.0857,0.239,0.00000624,99.973,pop; R&B
Linkin Park,Numb,185586,2003,81,-4.153,0.0381,0.0046,0,110.018,rock; metal
Lloyd Banks,On Fire,187280,2004,61,-4.289,0.22,0.0923,0.00057,94.857,hip hop; pop
Akon,Locked Up,235066,2004,16,-4.475,0.101,0.023,0,89.987,pop
D12,My Band,298773,2004,73,-3.383,0.0828,0.497,0.00000205,120.014,hip hop; pop; rock
Jay Sean,Eyes On You - Radio Mix,190493,2004,42,-4.971,0.0847,0.0775,0,96.525,hip hop; pop; R&B
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,257333,2016,66,-5,0.0462,0.347,0.00156,97.007,pop
Destiny's Child,Lose My Breath,242013,2004,61,-5.958,0.0637,0.00727,0.219,119.011,pop; R&B
Eric Prydz,Call on Me - Radio Mix,171360,2004,72,-6.518,0.375,0.00427,0.00115,126.342,pop; Dance/Electronic
Ciara,Goodies (feat. Petey Pablo),223000,2004,67,-6.306,0.0491,0.0277,0.00000152,102.017,pop; R&B
Kelis,Trick Me,206106,2003,63,-3.347,0.149,0.0369,0.000389,107.17,pop; R&B; Dance/Electronic
LL Cool J,Headsprung,267320,2004,56,-5.76,0.0284,0.0114,0.000025,99.916,hip hop; pop; R&B
Spiderbait,Black Betty - Edit,205973,2004,63,-6.476,0.0922,0.0000206,0.591,124.047,rock
George Michael,Amazing,265826,2004,57,-6.825,0.0394,0.0884,0.00000177,128.429,set()
Britney Spears,My Prerogative,213893,2004,53,-4.423,0.118,0.0127,0.00000196,111.014,pop
Nina Sky,Move Ya Body,232000,2004,67,-6.313,0.0432,0.0202,0.000331,121.057,pop; R&B
Baby Bash,Suga Suga,239026,2003,73,-3.041,0.268,0.688,0.00000843,82.331,hip hop; pop; R&B; latin
Petey Pablo,Freek-A-Leek,235186,2003,56,-3.716,0.254,0.0756,0,104.917,hip hop; pop
JAY-Z,Dirt Off Your Shoulder,245173,2003,53,-7.147,0.318,0.0319,0.00000263,163.971,hip hop
Juanes,La Camisa Negra,216706,2004,70,-4.419,0.0308,0.0838,0,97.007,pop; latin
Avril Lavigne,Nobody's Home,212413,2004,61,-3.66,0.0497,0.000516,0,185.406,pop
Robbie Williams,Radio,233600,2004,33,-5.409,0.0349,0.00331,0.0494,130.015,pop; rock
Black Eyed Peas,Hey Mama,214893,2003,49,-6.345,0.232,0.104,0.00000142,100.15,hip hop; pop
Ying Yang Twins,Salt Shaker,252440,2003,61,-6.022,0.128,0.0509,0,101.965,hip hop; pop
Enrique Iglesias,Not In Love - Radio Mix,223133,2003,37,-5.096,0.0395,0.0371,0,117.021,pop; latin
Kelis,Milkshake,182626,2003,68,-6.068,0.0439,0.00986,0.0346,112.968,pop; R&B; Dance/Electronic
Linkin Park,Breaking the Habit,196906,2003,68,-5.218,0.0303,0.108,0,100.021,rock; metal
JoJo,Leave (Get Out) - Radio Edit,242746,2005,49,-8.691,0.253,0.156,0.0000645,86.891,hip hop; pop; R&B
Christina Milian,Dip It Low,197186,2004,45,-4.207,0.104,0.0108,0.000536,169.131,hip hop; pop; R&B
Avant,Read Your Mind,263506,2003,56,-6.696,0.0711,0.291,0.00000513,73.108,pop; R&B
Eminem,Just Lose It,248680,2004,67,-3.56,0.0467,0.0581,0.0000404,121.003,hip hop
Sugababes,Too Lost In You,237693,2003,58,-4.904,0.0287,0.0485,0,98.014,pop; R&B
Snoop Dogg,Drop It Like It's Hot,266066,2004,39,-3.832,0.216,0.169,0,92.063,hip hop; pop
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,2002,68,-5.384,0.172,0.102,0,87.002,hip hop; pop
The Shapeshifters,Lola's Theme - Radio Edit,207066,2004,65,-4.612,0.0536,0.00083,0.000225,123.925,Dance/Electronic
D12,How Come,249533,2004,57,-2.221,0.237,0.28,0,89.983,hip hop; pop; rock
Basement Jaxx,Good Luck,282306,2003,0,-3.092,0.162,0.0649,0.00000307,154.07,pop; Dance/Electronic
Kevin Lyttle,Turn Me On,192106,2004,67,-6.879,0.0361,0.0405,0,106.279,hip hop
Chingy,One Call Away,276800,2003,61,-5.926,0.183,0.0918,0,162.519,hip hop; pop; R&B
T.I.,Bring Em Out,216706,2004,63,-2.983,0.257,0.0298,0,98.579,hip hop; pop
DJ Casper,Cha Cha Slide - Hardino Mix,222146,2004,51,-6.722,0.125,0.0436,0.00571,131.012,set()
Kylie Minogue,I Believe in You,200973,2004,47,-5.087,0.0704,0.00277,0.048,120.939,pop; Dance/Electronic
Twista,Overnight Celebrity,233360,2004,66,-5.435,0.179,0.182,0,134.199,hip hop; pop; R&B
N.E.R.D,She Wants To Move,213786,2004,57,-4.831,0.0786,0.00402,0.000744,115.012,hip hop
Britney Spears,Everytime,230306,2003,63,-12.852,0.0337,0.966,0.0000857,109.599,pop
U2,Vertigo,193520,2004,64,-3.974,0.0613,0.000138,0.00108,140.083,World/Traditional; rock
Franz Ferdinand,Take Me Out,237026,2004,77,-8.821,0.0377,0.000409,0.00051,104.561,rock
J-Kwon,Tipsy - Club Mix,247106,2001,59,-5.827,0.315,0.0653,0,93.04,hip hop; pop
G-Unit,Wanna Get To Know You,265026,2003,61,-3.651,0.132,0.106,0,76.91,hip hop; pop
Lil' Flip,Sunshine (feat. Lea),225173,2004,42,-9.867,0.0946,0.0248,0,93.961,hip hop; pop
Kanye West,Jesus Walks,193733,2004,73,-4.686,0.323,0.614,0,87.312,hip hop
Evanescence,My Immortal,262533,2003,72,-9.206,0.0356,0.863,0,79.012,metal
Nelly,My Place,336506,2004,57,-4.237,0.0423,0.0498,0.00000149,163.153,hip hop; pop; R&B
Lemar,If There's Any Justice,229080,2004,46,-5.348,0.0453,0.0128,0,89.993,R&B
No Doubt,It's My Life,226053,2003,60,-5.074,0.0282,0.00202,0.00118,126.326,rock; pop
Avril Lavigne,Don't Tell Me,202013,2004,58,-2.92,0.0386,0.00462,0,144.106,pop
Twista,Slow Jamz,316053,2004,72,-5.659,0.171,0.314,0,145.115,hip hop; pop; R&B
Green Day,American Idiot,176346,2004,77,-2.042,0.0639,0.0000264,0.0000786,186.113,rock
Kelis,Millionaire,224933,2003,57,-6.636,0.108,0.0217,0,176.051,pop; R&B; Dance/Electronic
Scissor Sisters,Comfortably Numb,266040,2004,43,-6.466,0.0391,0.237,0.0167,116.972,pop; rock; Dance/Electronic
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,2003,55,-9.711,0.0317,0.555,0.00183,127.932,pop; R&B
Kanye West,Through The Wire,221226,2004,76,-6.11,0.247,0.00865,0.00000521,83.089,hip hop
Special D.,Come With Me - Radio Edit,185133,2004,61,-5.077,0.0803,0.13,0.00224,139.982,pop
Ludacris,Splash Waterfalls,290760,2003,48,-6.102,0.409,0.101,0,145.894,hip hop; pop
Avril Lavigne,My Happy Ending,242413,2004,68,-2.407,0.0758,0.00136,0,170.229,pop
Dido,White Flag,240040,2003,44,-6.823,0.0401,0.327,0.0000033,169.951,pop
Eamon,Fuck It (I Don't Want You Back),225106,2004,64,-6.245,0.0653,0.214,0.00000325,68.507,set()
Beyoncé,Me; Myself and I,301133,2003,62,-9.092,0.0803,0.226,0.0000325,83.61,pop; R&B
3 Doors Down,Here Without You,238733,2002,74,-6.817,0.0252,0.0492,0,143.994,pop; rock; metal
Kanye West,All Falls Down,223506,2004,80,-4.832,0.484,0.149,0,91.03,hip hop
Twista,Sunshine (feat. Anthony Hamilton),226013,2004,56,-5.337,0.294,0.261,0,98.523,hip hop; pop; R&B
Katie Melua,The Closest Thing to Crazy,252466,2003,55,-13.2,0.0312,0.856,0.000296,127.831,pop; easy listening; jazz
Usher,My Boo,223440,2004,76,-8.238,0.118,0.257,0,86.412,hip hop; pop; R&B
Lloyd,Southside,277840,2004,59,-9.481,0.0818,0.377,0,75.007,hip hop; pop; R&B
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,171546,2004,59,-5.395,0.038,0.00232,0.0331,128.658,Dance/Electronic
The Streets,Fit but You Know It,254266,2004,58,-1.729,0.299,0.23,0,172.302,hip hop; Dance/Electronic
JUVENILE,Slow Motion,248200,2003,64,-4.894,0.325,0.548,0,172.872,hip hop; pop
Outkast,The Way You Move (feat. Sleepy Brown),234000,2003,66,-4.932,0.0464,0.126,0.000113,125.999,hip hop; pop
Girls Aloud,Love Machine,205360,2004,59,-4.21,0.0621,0.00127,0.00492,116.02,pop; Dance/Electronic
Jessica Simpson,With You,191826,2003,57,-4.583,0.108,0.0923,0,94.487,pop; R&B
Eminem,Like Toy Soldiers,296880,2004,48,-3.489,0.359,0.0193,0.00034,79.178,hip hop
Gary Jules,Mad World (Feat. Michael Andrews),189506,2001,65,-17.217,0.0374,0.976,0.000366,174.117,pop
Ashlee Simpson,Pieces Of Me,217440,2004,56,-4.286,0.0773,0.0572,0,174.001,pop
Will Young,Leave Right Now,214733,2003,55,-8.674,0.0368,0.145,0,81.931,pop
